species_id,sbml_initial_concentration,author_export_initial_value,functional_module,sbml_subsystems,primary_reduction_class,candidate_coarse_variable,conservation_family,scientific_review_class,detected_components,n_peptide,n_tRNA,n_RS30S,n_RS50S,n_ATP,n_ADP,n_AMP,n_GTP,n_GDP,n_GMP,n_PO4,n_PPi,n_CP,n_Cr,contains_ATP,contains_ADP,contains_AMP,contains_GTP,contains_GDP,contains_GMP,contains_PO4,contains_PPi,contains_CP,contains_Cr,reaction_as_reactant_count,reaction_as_product_count,confidence,needs_human_review,reason,rule_used
elRS70SAGGU0003_Pept0002tRNAGlyGCC,1,0,translation_elongation,Elongation_Ca1_GlyGCC|Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,R_elong,RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0002 + tRNAGlyGCC,1,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,4,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SAUAA0004_Pept0003tRNAGlyGCC,1,0,translation_elongation,Elongation_Ca2_pept0003|Termination_A_RF1|Termination_A_RF2,LUMP_FUNCTIONAL_POOL,R_elong,RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0003 + tRNAGlyGCC,1,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,3,high,false,elongating ribosome micro-state,R21_elong
elRS70SAUAA0004_Pept0003tRNAGlyGCC_RF1,1,0,translation_elongation,Termination_A_RF1,LUMP_FUNCTIONAL_POOL,R_elong,RF1_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0003 + tRNAGlyGCC + RF1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SAUAA0004_Pept0003tRNAGlyGCC_RF2,1,0,translation_elongation,Termination_A_RF2,LUMP_FUNCTIONAL_POOL,R_elong,RF2_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0003 + tRNAGlyGCC + RF2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SBGGU0002_Pept0002tRNAGlyGCC,1,0,translation_elongation,Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,R_elong,RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0002 + tRNAGlyGCC,1,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,4,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SBGGU0002_Pept0002tRNAGlyGCC_EFG_GDP_PO4,1,0,translation_elongation,Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,R_elong,EFG_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0002 + tRNAGlyGCC + EFG + GDP + PO4,1,1,1,1,0,0,0,0,1,0,1,0,0,0,false,false,false,false,true,false,true,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SBGGU0002_Pept0002tRNAGlyGCC_EFG_GTP,1,0,translation_elongation,Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,R_elong,EFG_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0002 + tRNAGlyGCC + EFG + GTP,1,1,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SBGGU0003_Pept0003tRNAGlyGCC,1,0,translation_elongation,Elongation_Ca2_pept0003,LUMP_FUNCTIONAL_POOL,R_elong,RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0003 + tRNAGlyGCC,1,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,4,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SBGGU0003_Pept0003tRNAGlyGCC_EFG_GDP_PO4,1,0,translation_elongation,Elongation_Ca2_pept0003,LUMP_FUNCTIONAL_POOL,R_elong,EFG_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0003 + tRNAGlyGCC + EFG + GDP + PO4,1,1,1,1,0,0,0,0,1,0,1,0,0,0,false,false,false,false,true,false,true,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SBGGU0003_Pept0003tRNAGlyGCC_EFG_GTP,1,0,translation_elongation,Elongation_Ca2_pept0003,LUMP_FUNCTIONAL_POOL,R_elong,EFG_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0003 + tRNAGlyGCC + EFG + GTP,1,1,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SCGGU0003_Pept0002tRNAGlyGCC_EFG_GDP,1,0,translation_elongation,Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,R_elong,EFG_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0002 + tRNAGlyGCC + EFG + GDP,1,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SCUAA0004_Pept0003tRNAGlyGCC_EFG_GDP,1,0,translation_elongation,Elongation_Ca2_pept0003,LUMP_FUNCTIONAL_POOL,R_elong,EFG_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0003 + tRNAGlyGCC + EFG + GDP,1,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
fMet,1,0,amino_acid,Elongation_Ca1_fMetCAU|Elongation_Ca2_pept0002|FMet_tRNASynthesis,KEEP_EXPLICIT,,,NONE,fMet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,2,17,high,false,free amino acid,R03_free_aminoacid
fMet_degraded,1,0,degradation,Elongation_Ca1_fMetCAU|Elongation_Ca2_pept0002,DEGRADED_SINK,,,NONE,fMet + degraded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,1,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
fMettRNAfMetCAU,1,0,translation_initiation,Elongation_Ca1_fMetCAU|FMet_tRNASynthesis|Initiation_A|Initiation_B1|Initiation_B2|Initiation_C,KEEP_EXPLICIT,,,MODULE_LABEL_CONFLICT_ONLY,fMettRNAfMetCAU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,17,97,high,false,aminoacyl/charged tRNA (distinct from peptidyl-tRNA); charging ledger entity; module-label only: name-prior=tRNA vs topology=translation_initiation (species legitimately acts in several modules),R05_charged_trna
fMettRNAfMetCAU_degraded,1,0,degradation,Elongation_Ca1_fMetCAU|Initiation_C,DEGRADED_SINK,,,NONE,fMettRNAfMetCAU + degraded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,1,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
mRNA,1,0.1,translation_initiation,Elongation_Ca1_GlyGCC|Elongation_Ca1_fMetCAU|Elongation_Ca2_pept0002|Elongation_Ca2_pept0003|Initiation_B1|Initiation_B2|Initiation_C|Termination_A_RF1|Termination_A_RF2|Termination_B_RF1|Termination_B_RF2|Termination_C,KEEP_EXPLICIT,,,MODULE_LABEL_CONFLICT_ONLY,mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,14,223,high,false,mRNA template; module-label only: name-prior=mRNA vs topology=translation_initiation (species legitimately acts in several modules),R07_mrna
mRNA_degraded,1,0,degradation,Elongation_Ca1_GlyGCC|Elongation_Ca1_fMetCAU|Elongation_Ca2_pept0002|Elongation_Ca2_pept0003|Initiation_C|Termination_A_RF1|Termination_A_RF2|Termination_B_RF1|Termination_B_RF2|Termination_C,DEGRADED_SINK,,,NONE,mRNA + degraded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,1,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
tRNAGlyGCC,1,3.54767184,aminoacylation,Aminoacylation_B_GlyGCC|Elongation_Ca1_GlyGCC|Termination_A_RF1|Termination_A_RF2|Termination_B_RF1|Termination_B_RF2|Termination_C,KEEP_EXPLICIT,,,MODULE_LABEL_CONFLICT_ONLY,tRNAGlyGCC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,13,85,high,false,free (uncharged) tRNA; module-label only: name-prior=tRNA vs topology=aminoacylation (species legitimately acts in several modules),R04_free_trna
tRNAGlyGCC_degraded,1,0,degradation,Aminoacylation_B_GlyGCC|Elongation_Ca1_GlyGCC|Termination_A_RF1|Termination_A_RF2|Termination_B_RF1|Termination_B_RF2|Termination_C,DEGRADED_SINK,,,NONE,tRNAGlyGCC + degraded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,5,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
tRNAfMetCAU,1,3.54767184,aminoacylation,Aminoacylation_B_fMetCAU|Elongation_Ca1_fMetCAU|FMet_tRNASynthesis,KEEP_EXPLICIT,,,MODULE_LABEL_CONFLICT_ONLY,tRNAfMetCAU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,10,15,high,false,free (uncharged) tRNA; module-label only: name-prior=tRNA vs topology=aminoacylation (species legitimately acts in several modules),R04_free_trna
tRNAfMetCAU_degraded,1,0,degradation,Aminoacylation_B_fMetCAU|Elongation_Ca1_fMetCAU,DEGRADED_SINK,,,NONE,tRNAfMetCAU + degraded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,1,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
termRS30S_mRNA,1,0,translation_termination,Termination_C,LUMP_FUNCTIONAL_POOL,R_term,RS30S_active_pool,NONE,RS30S + mRNA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,3,2,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC,1,0,translation_termination,Termination_A_RF1|Termination_A_RF2|Termination_B_RF1|Termination_B_RF2|Termination_C,LUMP_FUNCTIONAL_POOL,R_term,RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,7,5,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_EFG_GTP,1,0,translation_termination,Termination_C,LUMP_FUNCTIONAL_POOL,R_term,EFG_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + EFG + GTP,0,1,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,5,2,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RF1,1,0,translation_termination,Termination_A_RF1|Termination_B_RF1,LUMP_FUNCTIONAL_POOL,R_term,RF1_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RF1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,8,5,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RF1_RF3,1,0,translation_termination,Termination_B_RF1,LUMP_FUNCTIONAL_POOL,R_term,RF1_active_pool;RF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RF1 + RF3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,7,3,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RF1_RF3_GDP,1,0,translation_termination,Termination_B_RF1,LUMP_FUNCTIONAL_POOL,R_term,RF1_active_pool;RF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RF1 + RF3 + GDP,0,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,6,2,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RF1_RF3_GTP,1,0,translation_termination,Termination_B_RF1,LUMP_FUNCTIONAL_POOL,R_term,RF1_active_pool;RF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RF1 + RF3 + GTP,0,1,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,7,3,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RF2,1,0,translation_termination,Termination_A_RF2|Termination_B_RF2,LUMP_FUNCTIONAL_POOL,R_term,RF2_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RF2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,8,5,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RF2_RF3,1,0,translation_termination,Termination_B_RF2,LUMP_FUNCTIONAL_POOL,R_term,RF2_active_pool;RF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RF2 + RF3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,7,3,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RF2_RF3_GDP,1,0,translation_termination,Termination_B_RF2,LUMP_FUNCTIONAL_POOL,R_term,RF2_active_pool;RF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RF2 + RF3 + GDP,0,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,6,2,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RF2_RF3_GTP,1,0,translation_termination,Termination_B_RF2,LUMP_FUNCTIONAL_POOL,R_term,RF2_active_pool;RF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RF2 + RF3 + GTP,0,1,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,7,3,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RF3_GDP,1,0,translation_termination,Termination_B_RF1|Termination_B_RF2,LUMP_FUNCTIONAL_POOL,R_term,RF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RF3 + GDP,0,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,5,2,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RF3_GDP_PO4,1,0,translation_termination,Termination_B_RF1|Termination_B_RF2,LUMP_FUNCTIONAL_POOL,R_term,RF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RF3 + GDP + PO4,0,1,1,1,0,0,0,0,1,0,1,0,0,0,false,false,false,false,true,false,true,false,false,false,5,2,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RF3_GTP,1,0,translation_termination,Termination_B_RF1|Termination_B_RF2,LUMP_FUNCTIONAL_POOL,R_term,RF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RF3 + GTP,0,1,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,6,3,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RRF,1,0,translation_termination,Termination_C,LUMP_FUNCTIONAL_POOL,R_term,RRF_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RRF,0,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,2,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RRF_EFG_GDP,1,0,translation_termination,Termination_C,LUMP_FUNCTIONAL_POOL,R_term,EFG_active_pool;RRF_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RRF + EFG + GDP,0,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,6,2,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RRF_EFG_GDP_PO4,1,0,translation_termination,Termination_C,LUMP_FUNCTIONAL_POOL,R_term,EFG_active_pool;RRF_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RRF + EFG + GDP + PO4,0,1,1,1,0,0,0,0,1,0,1,0,0,0,false,false,false,false,true,false,true,false,false,false,6,2,high,false,post-termination ribosome micro-state,R21_term
termRS70SUAA0004_tRNAGlyGCC_RRF_EFG_GTP,1,0,translation_termination,Termination_C,LUMP_FUNCTIONAL_POOL,R_term,EFG_active_pool;RRF_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + tRNAGlyGCC + RRF + EFG + GTP,0,1,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,7,3,high,false,post-termination ribosome micro-state,R21_term
